Date	Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)	Irradianza globale visibile media oraria - componente dall'alto (W/M**2)	Precipitazione cumulata su 1 ora (KG/M**2)	Umidita' relativa dell'aria istantanea a 2 m dal suolo (%)	Temperatura dell'aria istantanea a 2 m dal suolo (°C)
01/03/2017 00:00:00	99110	-1	0	47	13.3
01/03/2017 01:00:00	99240	-1	0	47	13.1
01/03/2017 02:00:00	99270	-8	0	64	10.2
01/03/2017 03:00:00	99250	-9	0	44	10.8
01/03/2017 04:00:00	99320	-6	0	35	11.3
01/03/2017 05:00:00	99400	-4	0	22	12.3
01/03/2017 06:00:00	99580	0	0	19	12.2
01/03/2017 07:00:00	99740	103	0	18	12.5
01/03/2017 08:00:00	99910	285	0	17	13.2
01/03/2017 09:00:00	100020	412	0	15	14.2
01/03/2017 10:00:00	100130	564	0	13	15.1
01/03/2017 11:00:00	100160	628	0	14	15.6
01/03/2017 12:00:00	100160	634	0	13	16.3
01/03/2017 13:00:00	100170	589	0	12	17.2
01/03/2017 14:00:00	100220	487	0	12	17.6
01/03/2017 15:00:00	100220	345	0	12	17.2
01/03/2017 16:00:00	100250	173	0	13	17.4
01/03/2017 17:00:00	100300	33	0	16	15.9
01/03/2017 18:00:00	100390	-5	0	26	13.8
01/03/2017 19:00:00	100440	-4	0	46	13.3
01/03/2017 20:00:00	100450	-6	0	44	12.3
01/03/2017 21:00:00	100500	-3	0	42	11.7
01/03/2017 22:00:00	100490	-1	0	45	11.5
01/03/2017 23:00:00	100450	-1	0	48	11.7
02/03/2017 00:00:00	100460	-1	0	49	11.8
02/03/2017 01:00:00	100450	-2	0	52	12.1
02/03/2017 02:00:00	100480	-8	0	49	9.6
02/03/2017 03:00:00	100480	-11	0	54	7.9
02/03/2017 04:00:00	100490	-12	0	61	6.6
02/03/2017 05:00:00	100520	-9	0	63	7.2
02/03/2017 06:00:00	100560	-2	0	67	6.4
02/03/2017 07:00:00	100600	99	0	63	7.1
02/03/2017 08:00:00	100630	238	0	62	8.1
02/03/2017 09:00:00	100630	367	0	64	10.1
02/03/2017 10:00:00	100630	521	0	58	11.4
02/03/2017 11:00:00	100640	592	0	57	12.1
02/03/2017 12:00:00	100620	601	0	51	13.3
02/03/2017 13:00:00	100560	548	0	43	15.8
02/03/2017 14:00:00	100530	457	0	43	16.2
02/03/2017 15:00:00	100500	361	0	42	17
02/03/2017 16:00:00	100520	153	0	47	16
02/03/2017 17:00:00	100580	39	0	51	15.3
02/03/2017 18:00:00	100660	-1	0	51	14.8
02/03/2017 19:00:00	100730	-3	0	56	13.5
02/03/2017 20:00:00	100780	-5	0	62	11.6
02/03/2017 21:00:00	100840	-3	0	63	11.7
02/03/2017 22:00:00	100860	-1	0	65	10.9
02/03/2017 23:00:00	100920	-2	0	71	9.7
03/03/2017 00:00:00	100920	-2	0	72	9.4
03/03/2017 01:00:00	100930	-1	0	78	9.1
03/03/2017 02:00:00	100940	-6	0	85	7.9
03/03/2017 03:00:00	100960	-9	0	86	7.9
03/03/2017 04:00:00	100960	-5	0	84	8.3
03/03/2017 05:00:00	100990	-11	0	85	8.6
03/03/2017 06:00:00	101050	-2	0	85	8.3
03/03/2017 07:00:00	101080	27	0	82	9.3
03/03/2017 08:00:00	101100	92	0	81	9.2
03/03/2017 09:00:00	101090	183	0	80	10.2
03/03/2017 10:00:00	101070	257	0	76	10.8
03/03/2017 11:00:00	101040	345	0	79	11.5
03/03/2017 12:00:00	100930	348	0	75	12.8
03/03/2017 13:00:00	100840	476	0	68	13.9
03/03/2017 14:00:00	100770	435	0	67	14.1
03/03/2017 15:00:00	100720	294	0	64	14.5
03/03/2017 16:00:00	100670	172	0	67	14.4
03/03/2017 17:00:00	100650	23	0	76	13.4
03/03/2017 18:00:00	100660	0	0	85	11.5
03/03/2017 19:00:00	100640	-2	0	85	10.8
03/03/2017 20:00:00	100610	-1	0	88	10.2
03/03/2017 21:00:00	100580	0	0	90	9.7
03/03/2017 22:00:00	100540	-2	0	93	9.1
03/03/2017 23:00:00	100530	0	0	93	8.2
04/03/2017 00:00:00	100470	0	0	96	8
04/03/2017 01:00:00	100420	0	0	97	8.3
04/03/2017 02:00:00	100330	-7	0	98	8
04/03/2017 03:00:00	100280	-9	0	95	7.4
04/03/2017 04:00:00	100230	-8	0	95	6.3
04/03/2017 05:00:00	100180	-9	0	98	6.7
04/03/2017 06:00:00	100130	1	0	98	6.5
04/03/2017 07:00:00	100080	26	0	93	7.1
04/03/2017 08:00:00	100050	62	0	90	7.5
04/03/2017 09:00:00	99990	59	0	90	7.7
04/03/2017 10:00:00	99890	232	0	82	9.8
04/03/2017 11:00:00	99780	72	0	80	10.1
04/03/2017 12:00:00	99610	163	0	85	9.7
04/03/2017 13:00:00	99520	344	0	78	12.1
04/03/2017 14:00:00	99540	99	0	64	14.7
04/03/2017 15:00:00	99530	163	0	58	14.5
04/03/2017 16:00:00	99600	67	0	53	13.6
04/03/2017 17:00:00	99600	49	0	54	12.8
04/03/2017 18:00:00	99720	-2	0	50	12.3
04/03/2017 19:00:00	99730	-1	0	52	11.6
04/03/2017 20:00:00	99730	-4	0	55	11.1
04/03/2017 21:00:00	99760	-1	0	56	11.1
04/03/2017 22:00:00	99790	-2	0	61	10.7
04/03/2017 23:00:00	99870	0	0	53	11.2
05/03/2017 00:00:00	99900	-1	0	50	11.5
05/03/2017 01:00:00	99970	-1	0	50	11.5
05/03/2017 02:00:00	99930	-5	0	53	10.5
05/03/2017 03:00:00	99940	-7	0	50	11.5
05/03/2017 04:00:00	99950	-7	0	57	10.5
05/03/2017 05:00:00	99950	-1	0	57	10.2
05/03/2017 06:00:00	100030	1	0	56	9.5
05/03/2017 07:00:00	100070	59	0	57	9.6
05/03/2017 08:00:00	100110	175	0	57	10.3
05/03/2017 09:00:00	100100	144	0	56	10.6
05/03/2017 10:00:00	100090	256	0	53	11.5
05/03/2017 11:00:00	100090	519	0	37	14.6
05/03/2017 12:00:00	100020	429	0	37	13.7
05/03/2017 13:00:00	99960	217	0	35	14.2
05/03/2017 14:00:00	99900	238	0	34	14.7
05/03/2017 15:00:00	99860	182	0	35	14.8
05/03/2017 16:00:00	99850	91	0	35	14.8
05/03/2017 17:00:00	99850	42	0	36	13.1
05/03/2017 18:00:00	99910	-3	0	41	12.2
05/03/2017 19:00:00	99880	-1	0	44	11.8
05/03/2017 20:00:00	99890	-3	0	45	11.7
05/03/2017 21:00:00	99850	-5	0	50	11
05/03/2017 22:00:00	99850	-1	0	54	10.3
05/03/2017 23:00:00	99780	-3	0	54	10.3
06/03/2017 00:00:00	99840	-1	0	53	10.9
06/03/2017 01:00:00	99880	-3	0	57	10
06/03/2017 02:00:00	99810	-8	0	57	10
06/03/2017 03:00:00	99850	-11	0	63	8.8
06/03/2017 04:00:00	99880	-9	0	64	8.2
06/03/2017 05:00:00	99890	-8	0	59	9.1
06/03/2017 06:00:00	99920	4	0	59	9.2
06/03/2017 07:00:00	99940	99	0	57	9.8
06/03/2017 08:00:00	99930	217	0	48	12.1
06/03/2017 09:00:00	99900	306	0	38	14.8
06/03/2017 10:00:00	99840	467	0	36	14.5
06/03/2017 11:00:00	99710	471	0	37	15.3
06/03/2017 12:00:00	99620	339	0	37	15.7
06/03/2017 13:00:00	99500	192	0	37	15.5
06/03/2017 14:00:00	99420	92	0	46	14.6
06/03/2017 15:00:00	99270	91	0	48	14.3
06/03/2017 16:00:00	99170	197	0	43	15.6
06/03/2017 17:00:00	99090	42	0	51	14
06/03/2017 18:00:00	98990	0	0	52	13.1
06/03/2017 19:00:00	98890	0	0	56	12.6
06/03/2017 20:00:00	98920	-2	2.8	85	10.5
06/03/2017 21:00:00	98860	0	1.2	91	10
06/03/2017 22:00:00	98980	-1	0.2	94	9.6
06/03/2017 23:00:00	99010	0	0	95	9.3
07/03/2017 00:00:00	99140	0	0	95	8.6
07/03/2017 01:00:00	99250	0	0	94	8.5
07/03/2017 02:00:00	99260	-6	0	92	8.5
07/03/2017 03:00:00	99290	-7	0	90	8.5
07/03/2017 04:00:00	99360	-9	0	91	8.4
07/03/2017 05:00:00	99440	-8	0	92	8.3
07/03/2017 06:00:00	99560	1	0	90	7.5
07/03/2017 07:00:00	99660	32	0	85	7.4
07/03/2017 08:00:00	99710	232	0	66	9.3
07/03/2017 09:00:00	99750	286	0	55	10.4
07/03/2017 10:00:00	99800	357	0	48	11.9
07/03/2017 11:00:00	99810	675	0	36	14.4
07/03/2017 12:00:00	99800	627	0	23	15
07/03/2017 13:00:00	99800	585	0	25	15.6
07/03/2017 14:00:00	99810	512	0	21	16.3
07/03/2017 15:00:00	99850	231	0	22	15.9
07/03/2017 16:00:00	99920	178	0	17	16.2
07/03/2017 17:00:00	100000	49	0	19	15.6
07/03/2017 18:00:00	100110	-2	0	32	13.8
07/03/2017 19:00:00	100170	-2	0	31	13.3
07/03/2017 20:00:00	100270	-3	0	33	12
07/03/2017 21:00:00	100410	-2	0	41	11
07/03/2017 22:00:00	100480	-2	0	42	10.9
07/03/2017 23:00:00	100580	-1	0	47	9.9
08/03/2017 00:00:00	100690	-2	0	42	8.8
08/03/2017 01:00:00	100740	0	0	41	9
08/03/2017 02:00:00	100780	-9	0	41	9.1
08/03/2017 03:00:00	100840	-9	0	40	8.3
08/03/2017 04:00:00	100920	-5	0	34	8.5
08/03/2017 05:00:00	100990	-5	0	33	8.5
08/03/2017 06:00:00	101040	8	0	38	7.7
08/03/2017 07:00:00	101130	140	0	35	8.6
08/03/2017 08:00:00	101210	323	0	32	9.6
08/03/2017 09:00:00	101240	448	0	28	11.4
08/03/2017 10:00:00	101270	596	0	24	13.4
08/03/2017 11:00:00	101250	657	0	23	14.3
08/03/2017 12:00:00	101220	666	0	21	14.6
08/03/2017 13:00:00	101170	617	0	20	14.7
08/03/2017 14:00:00	101150	530	0	18	15.1
08/03/2017 15:00:00	101130	379	0	19	15.7
08/03/2017 16:00:00	101130	177	0	19	15.1
08/03/2017 17:00:00	101160	60	0	18	14.8
08/03/2017 18:00:00	101180	-2	0	29	13.1
08/03/2017 19:00:00	101170	0	0	29	12.3
08/03/2017 20:00:00	101210	0	0	30	11.8
08/03/2017 21:00:00	101230	-1	0	33	10.6
08/03/2017 22:00:00	101190	0	0	34	10.2
08/03/2017 23:00:00	101170	-1	0	34	9.8
09/03/2017 00:00:00	101170	-2	0	36	9.2
09/03/2017 01:00:00	101160	-5	0	40	8.2
09/03/2017 02:00:00	101080	-5	0	42	7.6
09/03/2017 03:00:00	101090	-4	0	40	7.5
09/03/2017 04:00:00	101080	-6	0	43	6.9
09/03/2017 05:00:00	101070	-8	0	41	6.8
09/03/2017 06:00:00	101090	1	0	41	6.5
09/03/2017 07:00:00	101080	117	0	39	7.3
09/03/2017 08:00:00	101100	315	0	31	10.2
09/03/2017 09:00:00	101110	440	0	21	13.2
09/03/2017 10:00:00	101030	542	0	24	14.4
09/03/2017 11:00:00	101030	633	0	21	15.9
09/03/2017 12:00:00	100860	639	0	17	17.3
09/03/2017 13:00:00	100830	573	0	16	17.8
09/03/2017 14:00:00	100720	460	0	15	18.6
09/03/2017 15:00:00	100670	338	0	16	19.2
09/03/2017 16:00:00	100650	172	0	16	18.6
09/03/2017 17:00:00	100660	45	0	20	17.2
09/03/2017 18:00:00	100690	0	0	28	15.2
09/03/2017 19:00:00	100750	-3	0	30	13.6
09/03/2017 20:00:00	100780	-4	0	35	12.8
09/03/2017 21:00:00	100790	0	0	36	11.6
09/03/2017 22:00:00	100780	-2	0	36	11.1
09/03/2017 23:00:00	100700	-4	0	37	10.7
10/03/2017 00:00:00	100730	-5	0	39	10.2
10/03/2017 01:00:00	100640	2	0	41	9.8
10/03/2017 02:00:00	100560	-6	0	39	9.9
10/03/2017 03:00:00	100520	-7	0	40	9.9
10/03/2017 04:00:00	100500	-5	0	39	10.1
10/03/2017 05:00:00	100530	-8	0	46	8.7
10/03/2017 06:00:00	100630	7	0	42	10.2
10/03/2017 07:00:00	100660	131	0	41	11.2
10/03/2017 08:00:00	100730	320	0	35	13.5
10/03/2017 09:00:00	100790	423	0	32	15.4
10/03/2017 10:00:00	100860	580	0	31	16.4
10/03/2017 11:00:00	100850	647	0	28	17.1
10/03/2017 12:00:00	100800	665	0	24	18.3
10/03/2017 13:00:00	100750	610	0	27	19.3
10/03/2017 14:00:00	100700	522	0	11	20.1
10/03/2017 15:00:00	100630	386	0	10	20.2
10/03/2017 16:00:00	100630	210	0	12	20.4
10/03/2017 17:00:00	100670	58	0	20	19.1
10/03/2017 18:00:00	100800	-4	0	25	16.9
10/03/2017 19:00:00	100910	-3	0	22	15.4
10/03/2017 20:00:00	100990	-3	0	19	14.9
10/03/2017 21:00:00	101080	-1	0	19	14.2
10/03/2017 22:00:00	101100	-4	0	25	12.8
10/03/2017 23:00:00	101100	-2	0	23	12.2
11/03/2017 00:00:00	101140	-4	0	24	11.7
11/03/2017 01:00:00	101170	-4	0	25	11
11/03/2017 02:00:00	101160	-9	0	32	8.6
11/03/2017 03:00:00	101160	-11	0	35	7.4
11/03/2017 04:00:00	101210	-10	0	36	7.8
11/03/2017 05:00:00	101220	-11	0	37	7.1
11/03/2017 06:00:00	101280	9	0	37	7.6
11/03/2017 07:00:00	101310	159	0	36	8.5
11/03/2017 08:00:00	101310	342	0	34	10.5
11/03/2017 09:00:00	101330	465	0	27	11.8
11/03/2017 10:00:00	101310	623	0	26	12.5
11/03/2017 11:00:00	101250	688	0	22	13.3
11/03/2017 12:00:00	101160	697	0	24	13.6
11/03/2017 13:00:00	101100	639	0	22	14.3
11/03/2017 14:00:00	101040	533	0	21	14.6
11/03/2017 15:00:00	101000	395	0	19	14.8
11/03/2017 16:00:00	100940	204	0	17	14.6
11/03/2017 17:00:00	100940	59	0	19	13.7
11/03/2017 18:00:00	100940	-1	0	20	12.7
11/03/2017 19:00:00	100920	-6	0	21	12.2
11/03/2017 20:00:00	100920	-4	0	20	11.6
11/03/2017 21:00:00	100920	-5	0	21	10.8
11/03/2017 22:00:00	100920	-4	0	26	9.4
11/03/2017 23:00:00	100890	-1	0	22	10.4
12/03/2017 00:00:00	100850	-2	0	22	10.3
12/03/2017 01:00:00	100820	-1	0	22	10.5
12/03/2017 02:00:00	100770	-9	0	31	7.7
12/03/2017 03:00:00	100700	-9	0	35	7
12/03/2017 04:00:00	100660	-6	0	36	6.3
12/03/2017 05:00:00	100610	-4	0	37	6.7
12/03/2017 06:00:00	100620	8	0	41	5.8
12/03/2017 07:00:00	100650	81	0	40	6.5
12/03/2017 08:00:00	100710	231	0	37	8.6
12/03/2017 09:00:00	100690	441	0	31	11.6
12/03/2017 10:00:00	100670	589	0	32	12
12/03/2017 11:00:00	100630	678	0	32	13.5
12/03/2017 12:00:00	100590	690	0	31	14.1
12/03/2017 13:00:00	100520	641	0	31	14.3
12/03/2017 14:00:00	100480	543	0	30	14.4
12/03/2017 15:00:00	100440	380	0	30	14
12/03/2017 16:00:00	100440	220	0	34	13.4
12/03/2017 17:00:00	100480	56	0	43	11.9
12/03/2017 18:00:00	100550	-1	0	48	10.6
12/03/2017 19:00:00	100610	-3	0	53	9.4
12/03/2017 20:00:00	100660	0	0	58	8.9
12/03/2017 21:00:00	100700	-1	0	62	8.2
12/03/2017 22:00:00	100740	-3	0	68	7.5
12/03/2017 23:00:00	100800	-1	0	82	7.1
13/03/2017 00:00:00	100860	-4	0	81	6.9
13/03/2017 01:00:00	100920	-2	0	82	5.2
13/03/2017 02:00:00	100950	-6	0	80	5
13/03/2017 03:00:00	100970	-10	0	80	4.8
13/03/2017 04:00:00	101010	-10	0	83	4.5
13/03/2017 05:00:00	101100	-9	0	84	3.8
13/03/2017 06:00:00	101180	12	0	81	4.4
13/03/2017 07:00:00	101280	133	0	75	5.5
13/03/2017 08:00:00	101360	312	0	73	7
13/03/2017 09:00:00	101430	431	0	67	9.1
13/03/2017 10:00:00	101460	587	0	61	10.6
13/03/2017 11:00:00	101490	663	0	43	12.2
13/03/2017 12:00:00	101500	683	0	39	12.5
13/03/2017 13:00:00	101480	633	0	38	13.3
13/03/2017 14:00:00	101470	471	0	38	13.2
13/03/2017 15:00:00	101450	338	0	37	13.8
13/03/2017 16:00:00	101480	197	0	36	14.2
13/03/2017 17:00:00	101530	65	0	37	13.4
13/03/2017 18:00:00	101600	-2	0	39	12.7
13/03/2017 19:00:00	101650	-5	0	43	11.5
13/03/2017 20:00:00	101700	-4	0	50	9.1
13/03/2017 21:00:00	101750	-1	0	52	8.9
13/03/2017 22:00:00	101770	-1	0	52	8.6
13/03/2017 23:00:00	101790	0	0	56	7.5
14/03/2017 00:00:00	101820	-1	0	56	7.5
14/03/2017 01:00:00	101830	0	0	55	7.7
14/03/2017 02:00:00	101830	-3	0	59	6.7
14/03/2017 03:00:00	101820	-3	0	58	6.9
14/03/2017 04:00:00	101830	-2	0	56	7.3
14/03/2017 05:00:00	101830	-2	0	59	6.5
14/03/2017 06:00:00	101840	7	0	53	7.6
14/03/2017 07:00:00	101950	159	0	53	7.9
14/03/2017 08:00:00	101990	347	0	42	9.6
14/03/2017 09:00:00	102010	454	0	40	12.1
14/03/2017 10:00:00	102000	614	0	29	14.3
14/03/2017 11:00:00	101960	680	0	25	15.6
14/03/2017 12:00:00	101910	691	0	20	16.9
14/03/2017 13:00:00	101850	639	0	19	17.7
14/03/2017 14:00:00	101780	546	0	13	18.8
14/03/2017 15:00:00	101730	402	0	13	19.3
14/03/2017 16:00:00	101630	194	0	17	18.3
14/03/2017 17:00:00	101650	55	0	17	17.8
14/03/2017 18:00:00	101650	1	0	23	16.3
14/03/2017 19:00:00	101700	-5	0	27	15.2
14/03/2017 20:00:00	101740	-3	0	31	13.8
14/03/2017 21:00:00	101800	-4	0	34	12.3
14/03/2017 22:00:00	101790	1	0	34	12.2
14/03/2017 23:00:00	101800	-3	0	37	11.1
15/03/2017 00:00:00	101800	0	0	40	9.9
15/03/2017 01:00:00	101800	-1	0	41	9.6
15/03/2017 02:00:00	101760	-6	0	40	9.6
15/03/2017 03:00:00	101740	-7	0	41	9
15/03/2017 04:00:00	101760	-9	0	45	8.1
15/03/2017 05:00:00	101800	-9	0	48	7.5
15/03/2017 06:00:00	101880	11	0	48	7.8
15/03/2017 07:00:00	101850	147	0	45	9
15/03/2017 08:00:00	101930	326	0	36	12.6
15/03/2017 09:00:00	101950	446	0	32	14.2
15/03/2017 10:00:00	101920	594	0	28	15.7
15/03/2017 11:00:00	101880	664	0	28	16.8
15/03/2017 12:00:00	101860	611	0	29	16.9
15/03/2017 13:00:00	101760	582	0	27	17.1
15/03/2017 14:00:00	101730	442	0	28	17.2
15/03/2017 15:00:00	101700	327	0	24	17.4
15/03/2017 16:00:00	101680	270	0	29	17.1
15/03/2017 17:00:00	101680	105	0	31	16.4
15/03/2017 18:00:00	101700	7	0	33	15.2
15/03/2017 19:00:00	101680	-2	0	38	13.7
15/03/2017 20:00:00	101700	-3	0	41	13.2
15/03/2017 21:00:00	101730	-1	0	46	12.1
15/03/2017 22:00:00	101710	-3	0	50	11.4
15/03/2017 23:00:00	101680	-1	0	47	10.9
16/03/2017 00:00:00	101650	-2	0	51	9.5
16/03/2017 01:00:00	101620	-3	0	48	9.9
16/03/2017 02:00:00	101610	-7	0	50	9.3
16/03/2017 03:00:00	101600	-10	0	50	9.1
16/03/2017 04:00:00	101580	-9	0	53	7.9
16/03/2017 05:00:00	101600	-9	0	55	7.3
16/03/2017 06:00:00	101600	14	0	54	7.4
16/03/2017 07:00:00	101650	163	0	50	8.6
16/03/2017 08:00:00	101680	347	0	41	12.2
16/03/2017 09:00:00	101660	473	0	42	12.9
16/03/2017 10:00:00	101620	591	0	38	14.8
16/03/2017 11:00:00	101560	567	0	34	15.9
16/03/2017 12:00:00	101460	680	0	31	17
16/03/2017 13:00:00	101360	634	0	27	18.3
16/03/2017 14:00:00	101300	523	0	25	19.2
16/03/2017 15:00:00	101240	382	0	26	19.1
16/03/2017 16:00:00	101190	218	0	27	19.1
16/03/2017 17:00:00	101160	69	0	29	18.4
16/03/2017 18:00:00	101170	1	0	37	16.3
16/03/2017 19:00:00	101200	-4	0	42	14.6
16/03/2017 20:00:00	101190	-6	0	50	12.6
16/03/2017 21:00:00	101170	-2	0	48	12.2
16/03/2017 22:00:00	101170	-1	0	48	11.9
16/03/2017 23:00:00	101160	-4	0	52	11.1
17/03/2017 00:00:00	101140	-1	0	52	10.4
17/03/2017 01:00:00	101110	-2	0	52	10.3
17/03/2017 02:00:00	101050	-7	0	49	10.8
17/03/2017 03:00:00	101000	-6	0	49	10.6
17/03/2017 04:00:00	101020	-7	0	52	9.7
17/03/2017 05:00:00	101010	-10	0	55	8.8
17/03/2017 06:00:00	101030	14	0	54	8.9
17/03/2017 07:00:00	101030	150	0	48	10.6
17/03/2017 08:00:00	101050	338	0	38	13.9
17/03/2017 09:00:00	101040	477	0	36	15.3
17/03/2017 10:00:00	101010	598	0	34	16.5
17/03/2017 11:00:00	100920	662	0	30	18.2
17/03/2017 12:00:00	100830	670	0	27	19.5
17/03/2017 13:00:00	100720	618	0	27	20
17/03/2017 14:00:00	100620	520	0	26	20.8
17/03/2017 15:00:00	100550	382	0	29	20.9
17/03/2017 16:00:00	100490	219	0	28	21.5
17/03/2017 17:00:00	100460	75	0	33	19.3
17/03/2017 18:00:00	100460	1	0	39	17
17/03/2017 19:00:00	100460	0	0	44	15.6
17/03/2017 20:00:00	100490	-1	0	46	15
17/03/2017 21:00:00	100470	-2	0	46	14.8
17/03/2017 22:00:00	100460	0	0	45	14.6
17/03/2017 23:00:00	100390	0	0	47	14.3
18/03/2017 00:00:00	100370	-1	0	49	14.1
18/03/2017 01:00:00	100360	-1	0	51	13.9
18/03/2017 02:00:00	100350	-3	0	52	13.9
18/03/2017 03:00:00	100250	-7	0	55	13.8
18/03/2017 04:00:00	100280	-7	0	55	12.2
18/03/2017 05:00:00	100260	-8	0	57	12.7
18/03/2017 06:00:00	100220	8	0	58	12.4
18/03/2017 07:00:00	100250	74	0	55	14.3
18/03/2017 08:00:00	100260	149	0	56	13.2
18/03/2017 09:00:00	100210	354	0	51	15.4
18/03/2017 10:00:00	100140	521	0	40	18.3
18/03/2017 11:00:00	100060	546	0	37	19.3
18/03/2017 12:00:00	99960	584	0	34	20
18/03/2017 13:00:00	99910	381	0	33	20.4
18/03/2017 14:00:00	99910	249	0	34	19.6
18/03/2017 15:00:00	99860	241	0	34	19.5
18/03/2017 16:00:00	99850	108	0	37	18.9
18/03/2017 17:00:00	99840	33	0	41	17.7
18/03/2017 18:00:00	99900	1	0	45	16.7
18/03/2017 19:00:00	99940	-1	0	48	16.1
18/03/2017 20:00:00	99950	-4	0	50	15.7
18/03/2017 21:00:00	99970	-1	0	52	15.4
18/03/2017 22:00:00	100010	-1	0	53	15.1
18/03/2017 23:00:00	100020	0	0	54	14.9
19/03/2017 00:00:00	99980	0	0	55	14.7
19/03/2017 01:00:00	100040	-3	0	54	14.5
19/03/2017 02:00:00	100060	-8	0	56	13.9
19/03/2017 03:00:00	100010	-10	0	72	10.8
19/03/2017 04:00:00	99990	-10	0	83	10.3
19/03/2017 05:00:00	100030	-11	0	80	10.4
19/03/2017 06:00:00	100100	10	0	75	11
19/03/2017 07:00:00	100220	109	0	74	11
19/03/2017 08:00:00	100270	330	0	67	12.9
19/03/2017 09:00:00	100300	317	0	62	14.6
19/03/2017 10:00:00	100330	358	0	62	15
19/03/2017 11:00:00	100320	401	0	57	16
19/03/2017 12:00:00	100290	467	0	53	17.3
19/03/2017 13:00:00	100240	550	0	47	18.6
19/03/2017 14:00:00	100210	394	0	50	18.3
19/03/2017 15:00:00	100210	342	0	49	18.6
19/03/2017 16:00:00	100200	195	0	49	18.5
19/03/2017 17:00:00	100230	64	0	51	18
19/03/2017 18:00:00	100260	3	0	66	15.8
19/03/2017 19:00:00	100300	0	0	67	14.7
19/03/2017 20:00:00	100320	1	0	68	13.9
19/03/2017 21:00:00	100320	-1	0	70	13.3
19/03/2017 22:00:00	100340	0	0	72	13.2
19/03/2017 23:00:00	100380	-3	0	77	12.4
20/03/2017 00:00:00	100400	-1	0	83	11.6
20/03/2017 01:00:00	100390	-1	0	85	11
20/03/2017 02:00:00	100370	-10	0	85	11
20/03/2017 03:00:00	100380	-16	0	90	10
20/03/2017 04:00:00	100390	-12	0	90	9.6
20/03/2017 05:00:00	100410	-11	0	92	9.2
20/03/2017 06:00:00	100430	18	0	89	9.4
20/03/2017 07:00:00	100470	142	0	92	8.8
20/03/2017 08:00:00	100500	237	0	92	9.3
20/03/2017 09:00:00	100520	208	0	83	11.5
20/03/2017 10:00:00	100540	359	0	81	12.4
20/03/2017 11:00:00	100500	647	0	70	14.2
20/03/2017 12:00:00	100450	677	0	65	15.6
20/03/2017 13:00:00	100390	625	0	61	16.8
20/03/2017 14:00:00	100370	518	0	59	17.2
20/03/2017 15:00:00	100340	371	0	61	17.2
20/03/2017 16:00:00	100320	203	0	61	17.1
20/03/2017 17:00:00	100330	67	0	66	16.4
20/03/2017 18:00:00	100340	1	0	67	16
20/03/2017 19:00:00	100370	-5	0	76	15.2
20/03/2017 20:00:00	100400	-3	0	83	14.2
20/03/2017 21:00:00	100400	-2	0	83	13.5
20/03/2017 22:00:00	100400	-4	0	85	12.2
20/03/2017 23:00:00	100390	-3	0	87	11.6
21/03/2017 00:00:00	100380	-3	0	89	11.1
21/03/2017 01:00:00	100360	-1	0	87	10.9
21/03/2017 02:00:00	100330	-6	0	85	11.5
21/03/2017 03:00:00	100310	-11	0	83	10.6
21/03/2017 04:00:00	100320	-10	0	83	10.3
21/03/2017 05:00:00	100310	-6	0	84	10.7
21/03/2017 06:00:00	100310	8	0	84	10.9
21/03/2017 07:00:00	100330	64	0	81	11.7
21/03/2017 08:00:00	100380	150	0	86	11.2
21/03/2017 09:00:00	100390	271	0	84	12.3
21/03/2017 10:00:00	100380	411	0	76	14.1
21/03/2017 11:00:00	100360	382	0	79	14.7
21/03/2017 12:00:00	100340	347	0	80	14.8
21/03/2017 13:00:00	100260	326	0	76	15.6
21/03/2017 14:00:00	100190	421	0	71	16.4
21/03/2017 15:00:00	100150	259	0	71	16.4
21/03/2017 16:00:00	100130	108	0	75	16.1
21/03/2017 17:00:00	100150	36	0	78	15
21/03/2017 18:00:00	100180	2	0	83	14
21/03/2017 19:00:00	100200	1	0	87	13.2
21/03/2017 20:00:00	100210	-2	0	90	12.5
21/03/2017 21:00:00	100220	-1	0	93	11.7
21/03/2017 22:00:00	100220	1	0	95	11.2
21/03/2017 23:00:00	100190	0	0	97	10.7
22/03/2017 00:00:00	100190	-3	0	98	10.6
22/03/2017 01:00:00	100180	1	0	99	10.4
22/03/2017 02:00:00	100140	-5	0	99	10.3
22/03/2017 03:00:00	100140	-7	0	99	10
22/03/2017 04:00:00	100170	-9	0	99	10
22/03/2017 05:00:00	100160	-9	0	100	10
22/03/2017 06:00:00	100180	9	0	100	9.8
22/03/2017 07:00:00	100230	54	0	99	10.6
22/03/2017 08:00:00	100290	125	0	96	11.2
22/03/2017 09:00:00	100350	192	0	92	12.1
22/03/2017 10:00:00	100350	410	0	85	13.7
22/03/2017 11:00:00	100350	455	0	80	14.8
22/03/2017 12:00:00	100320	372	0	73	16.1
22/03/2017 13:00:00	100290	321	0	67	17.3
22/03/2017 14:00:00	100270	323	0	59	18.4
22/03/2017 15:00:00	100270	300	0	38	19.8
22/03/2017 16:00:00	100270	156	0	40	19.1
22/03/2017 17:00:00	100310	60	0	67	16.5
22/03/2017 18:00:00	100380	2	0	73	15
22/03/2017 19:00:00	100410	-1	0	71	14.6
22/03/2017 20:00:00	100450	-2	0	74	13.8
22/03/2017 21:00:00	100470	-1	0	84	13.2
22/03/2017 22:00:00	100490	0	0	87	12.9
